chars,annotation,start,end,id,name
7839,der einfältige Frosch,2354,2375,1, Der Froschkönig oder der eiserne Heinrich
8819,dus,2299,2302,7, Der gute Handel (1857)
8819,dus,5055,5058,7, Der gute Handel (1857)
5281,die arme Maus,5115,5128,2, Katze und Maus in Gesellschaft (1857)
5281,eurer,2171,2176,2, Katze und Maus in Gesellschaft (1857)
5846,eurer,321,326,5, Der Wolf und die sieben jungen Geislein (1857)
19551,die kleinen Fische,19396,19414,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
10219,seine,5331,5336,3, Marienkind (1857)
10219,seine,4852,4857,3, Marienkind (1857)
10219,seine,864,869,3, Marienkind (1857)
10219,seine,4524,4529,3, Marienkind (1857)
10219,seine,339,344,3, Marienkind (1857)
10219,seine,9241,9246,3, Marienkind (1857)
10219,seine,5174,5179,3, Marienkind (1857)
10219,seine,5034,5039,3, Marienkind (1857)
10219,seine,641,646,3, Marienkind (1857)
8819,seine,744,749,7, Der gute Handel (1857)
8819,seine,6702,6707,7, Der gute Handel (1857)
8819,seine,7894,7899,7, Der gute Handel (1857)
19551,seine,15837,15842,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,seine,1836,1841,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,seine,15287,15292,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,seine,307,312,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,seine,1377,1382,5, Der Wolf und die sieben jungen Geislein (1857)
5846,seine,1192,1197,5, Der Wolf und die sieben jungen Geislein (1857)
5846,seine,2930,2935,5, Der Wolf und die sieben jungen Geislein (1857)
10219,ein wunderschönes Mädchen,5829,5854,3, Marienkind (1857)
7839,Der Frosch,2481,2491,1, Der Froschkönig oder der eiserne Heinrich
7839,Der Frosch,4987,4997,1, Der Froschkönig oder der eiserne Heinrich
10219,eine schöne große Frau,397,419,3, Marienkind (1857)
5846,unser liebes Mütterchen,2281,2304,5, Der Wolf und die sieben jungen Geislein (1857)
10219,ein schönes Töchterlein,8421,8444,3, Marienkind (1857)
8819,der Kerl,8318,8326,7, Der gute Handel (1857)
10219,sein,711,715,3, Marienkind (1857)
10219,sein,3524,3528,3, Marienkind (1857)
10219,sein,6293,6297,3, Marienkind (1857)
8819,sein,6792,6796,7, Der gute Handel (1857)
8819,sein,3146,3150,7, Der gute Handel (1857)
19551,sein,11701,11705,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sein,12632,12636,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sein,11564,11568,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sein,13461,13465,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sein,17557,17561,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sein,1864,1868,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sein,2005,2009,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,sein,11915,11919,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,sein,6699,6703,1, Der Froschkönig oder der eiserne Heinrich
7839,sein,6262,6266,1, Der Froschkönig oder der eiserne Heinrich
7839,sein,2894,2898,1, Der Froschkönig oder der eiserne Heinrich
7839,sein,6820,6824,1, Der Froschkönig oder der eiserne Heinrich
8819,mich,3774,3778,7, Der gute Handel (1857)
8819,mich,8621,8625,7, Der gute Handel (1857)
19551,mich,15185,15189,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mich,5289,5293,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mich,5070,5074,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,mich,1309,1313,2, Katze und Maus in Gesellschaft (1857)
5281,mich,3450,3454,2, Katze und Maus in Gesellschaft (1857)
5281,mich,1167,1171,2, Katze und Maus in Gesellschaft (1857)
5281,mich,3345,3349,2, Katze und Maus in Gesellschaft (1857)
7839,mich,2821,2825,1, Der Froschkönig oder der eiserne Heinrich
7839,mich,5733,5737,1, Der Froschkönig oder der eiserne Heinrich
7839,mich,5139,5143,1, Der Froschkönig oder der eiserne Heinrich
7839,mich,4688,4692,1, Der Froschkönig oder der eiserne Heinrich
7839,mich,1912,1916,1, Der Froschkönig oder der eiserne Heinrich
5846,mich,1603,1607,5, Der Wolf und die sieben jungen Geislein (1857)
10219,ihrer,3241,3246,3, Marienkind (1857)
7839,die jüngste,159,170,1, Der Froschkönig oder der eiserne Heinrich
8819,des Königs,7820,7830,7, Der gute Handel (1857)
8819,des Königs,5795,5805,7, Der gute Handel (1857)
19551,Der Junge,8896,8905,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Der Junge,8369,8378,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Der Junge,2995,3004,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Der Junge,17906,17915,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Der Junge,14456,14465,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Der Junge,7752,7761,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,das fünfte,2645,2655,5, Der Wolf und die sieben jungen Geislein (1857)
10219,Sie,7432,7435,3, Marienkind (1857)
10219,Sie,8527,8530,3, Marienkind (1857)
10219,Sie,10034,10037,3, Marienkind (1857)
10219,Sie,3261,3264,3, Marienkind (1857)
10219,Sie,148,151,3, Marienkind (1857)
19551,Sie,15595,15598,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Sie,19127,19130,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Sie,4217,4220,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,Sie,549,552,2, Katze und Maus in Gesellschaft (1857)
5281,Sie,1481,1484,2, Katze und Maus in Gesellschaft (1857)
5281,Sie,4685,4688,2, Katze und Maus in Gesellschaft (1857)
5281,Sie,4210,4213,2, Katze und Maus in Gesellschaft (1857)
5281,Sie,2366,2369,2, Katze und Maus in Gesellschaft (1857)
7839,Sie,4709,4712,1, Der Froschkönig oder der eiserne Heinrich
7839,Sie,1234,1237,1, Der Froschkönig oder der eiserne Heinrich
7839,Sie,3392,3395,1, Der Froschkönig oder der eiserne Heinrich
7839,Sie,2333,2336,1, Der Froschkönig oder der eiserne Heinrich
5846,Sie,3546,3549,5, Der Wolf und die sieben jungen Geislein (1857)
5846,Sie,3892,3895,5, Der Wolf und die sieben jungen Geislein (1857)
5846,Sie,3375,3378,5, Der Wolf und die sieben jungen Geislein (1857)
5846,Sie,3317,3320,5, Der Wolf und die sieben jungen Geislein (1857)
5846,Sie,2498,2501,5, Der Wolf und die sieben jungen Geislein (1857)
19551,der Vater,292,301,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Vater,4839,4848,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Vater,412,421,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Vater,1826,1835,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Vater,1049,1058,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Vater,5121,5130,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ein bärtiger Mann,18513,18530,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dem König,18108,18117,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,dem König,3109,3118,1, Der Froschkönig oder der eiserne Heinrich
10219,alle Leute,9134,9144,3, Marienkind (1857)
10219,Kind,7021,7025,3, Marienkind (1857)
10219,Kind,7415,7419,3, Marienkind (1857)
10219,Kind,7760,7764,3, Marienkind (1857)
10219,Kind,607,611,3, Marienkind (1857)
10219,Kind,716,720,3, Marienkind (1857)
10219,Kind,105,109,3, Marienkind (1857)
10219,Kind,1032,1036,3, Marienkind (1857)
8819,Der Soldat,6247,6257,7, Der gute Handel (1857)
19551,das Bett,12215,12223,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,das Bett,12332,12340,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
